,actual_property_label,claim_label,mape_label,parsed_sentence,predicted_label,property_prediction,random_label
501,/location/statistical_region/population,1,1,"The total population in LOCATION_SLOT was last recorded at NUMBER_SLOT people in 2011 from 4.1 million in 1960 , changing 7 percent during the last 50 years .",1,/location/statistical_region/population,1
502,/location/statistical_region/population,1,0,The population of The LOCATION_SLOT</location> was estimated at NUMBER_SLOT in the 1993 census and NUMBER_SLOT in 1997 .,0,/location/statistical_region/population,0
503,/location/statistical_region/population,1,1,"6,521,998 - July 2007 estimate <brÂ /> <brÂ /> A new figure is 6.8 million - estimated early 2009 <brÂ /> <brÂ /> EDIT : <brÂ /> <brÂ /> As of 2008 , the population of LOCATION_SLOT is NUMBER_SLOT according to Google Public Data .",0,/location/statistical_region/population,0
504,/location/statistical_region/gdp_nominal,1,1,The latest value for GDP -LRB- current US$ -RRB- in LOCATION_SLOT was $ NUMBER_SLOT as of 2011 .,1,no_region,0
505,/location/statistical_region/gdp_nominal,1,0,The latest value for GDP -LRB- current US$ -RRB- in LOCATION_SLOT was $ NUMBER_SLOT as of 2010 .,1,no_region,0
506,/location/statistical_region/population,1,1,"The 2014 estimated population of LOCATION_SLOT is NUMBER_SLOT , which ranks 170th in the world .",1,/location/statistical_region/population,1
507,/location/statistical_region/population,1,0,"LOCATION_SLOT has a population of NUMBER_SLOT , 10 % of which are living in the three northern regions of Gao , Kidal and Timbuktu , areas that represent two-thirds of the entire country .",1,/location/statistical_region/population,0
508,no_region,0,0,"GDP per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2012 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
509,/location/statistical_region/diesel_price_liter,1,1,"LOCATION_SLOT Pump price for diesel fuel -LRB- US$ per liter -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,0
510,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT</location> is : Male NUMBER_SLOT , female NUMBER_SLOT and total life expectancy is 60.4 which gives Ethiopia a World Life Expectancy ranking of 152 .",1,/location/statistical_region/life_expectancy,0
511,/location/statistical_region/population,1,1,"Population of LOCATION_SLOT : NUMBER_SLOT , 23 April , 2013 | Mark McCrindle on Morning Show",1,/location/statistical_region/population,0
512,/location/statistical_region/gdp_nominal_per_capita,1,1,"LOCATION_SLOT GDP per capita -LRB- current US$ -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,1
513,/location/statistical_region/population,1,1,"According to the CIA World Factbook , LOCATION_SLOT has a population of NUMBER_SLOT .",0,/location/statistical_region/population,0
514,/location/statistical_region/diesel_price_liter,1,1,The latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2012 .,0,no_region,1
515,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- End of Year Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
516,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- End of Year Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,0
517,/location/statistical_region/population,1,1,"The population of LOCATION_SLOT in 2014 is already estimated at NUMBER_SLOT with no signs of slowing , and this represents a very sizable increase from the official 2010 figures .",0,/location/statistical_region/population,0
518,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
519,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- End of Year Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
520,no_region,0,0,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,1
521,/location/statistical_region/fertility_rate,1,1,19 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,0
522,/location/statistical_region/diesel_price_liter,1,1,The latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2012 .,0,no_region,1
523,/location/statistical_region/gdp_nominal,1,1,The latest value for GDP -LRB- current US$ -RRB- in LOCATION_SLOT was $ NUMBER_SLOT as of 2011 .,1,no_region,1
524,/location/statistical_region/population,1,0,"The total population in LOCATION_SLOT was last recorded at NUMBER_SLOT people in 2012 from 0.1 million in 1960 , changing 10133 percent during the last 50 years .",1,/location/statistical_region/population,0
525,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,0
526,no_region,0,1,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,1
527,no_region,0,1,"GDP ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2012 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
528,/location/statistical_region/life_expectancy,1,1,"LOCATION_SLOT Life expectancy at birth , total -LRB- years -RRB- 2011 : NUMBER_SLOT , Years",1,/location/statistical_region/life_expectancy,0
529,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT</location> is : Male NUMBER_SLOT , female NUMBER_SLOT and total life expectancy is 72.2 which gives Vanuatu a World Life Expectancy ranking of 97 .",1,/location/statistical_region/life_expectancy,1
530,/location/statistical_region/gni_in_ppp_dollars,1,0,"GNI ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
531,/location/statistical_region/population,1,0,"The population of LOCATION_SLOT as of April 5 , 2010 is NUMBER_SLOT",1,/location/statistical_region/population,0
532,/location/statistical_region/consumer_price_index,1,1,"LOCATION_SLOT Consumer price index -LRB- 2005 = 100 -RRB- 2012 : NUMBER_SLOT , Index , 2005 = 100",0,no_region,0
533,/location/statistical_region/fertility_rate,1,1,"The value for Fertility rate , total -LRB- births per woman -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",1,/location/statistical_region/fertility_rate,1
534,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,1,"GNI per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2012 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
535,/location/statistical_region/gdp_nominal,1,1,The Gross Domestic Product -LRB- GDP -RRB- in LOCATION_SLOT was worth NUMBER_SLOT US dollars in 2013 .,0,/location/statistical_region/cpi_inflation_rate,1
536,/location/statistical_region/gdp_nominal,1,1,The Gross Domestic Product -LRB- GDP -RRB- in LOCATION_SLOT was worth NUMBER_SLOT US dollars in 2013 .,0,/location/statistical_region/cpi_inflation_rate,1
537,/location/statistical_region/population,1,0,"LOCATION_SLOT covers 143,100 sq km -LRB- 55,251 sq mi -RRB- and has a population of NUMBER_SLOT -LRB- 2011 estimate -RRB- .",1,/location/statistical_region/population,1
538,/location/statistical_region/population,1,1,The population of LOCATION_SLOT in 2011 is NUMBER_SLOT people .,1,/location/statistical_region/population,1
539,/location/statistical_region/fertility_rate,1,0,173 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,1
540,no_region,0,1,"The latest value for GDP , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
541,no_region,0,0,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,0
542,no_region,0,0,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT is : Male NUMBER_SLOT , female 71.7 and total life expectancy is 67.0 which gives Kazakhstan a World Life Expectancy ranking of 129 .",1,/location/statistical_region/life_expectancy,1
543,/location/statistical_region/gni_in_ppp_dollars,1,1,"GNI ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2012 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
544,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,0,"GNI per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
545,/location/statistical_region/gdp_nominal,1,1,United Kingdom GDP Ìâ - Ìâ The Gross Domestic Product -LRB- GDP -RRB- in the LOCATION_SLOT was worth NUMBER_SLOT US dollars in 2013 .,1,/location/statistical_region/cpi_inflation_rate,0
546,/location/statistical_region/cpi_inflation_rate,1,1,Inflation -LRB- End of Year Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
547,/location/statistical_region/population,1,0,The population of LOCATION_SLOT is roughly around NUMBER_SLOT .,0,/location/statistical_region/population,1
548,/location/statistical_region/population,1,0,"The estimated 2014 population of LOCATION_SLOT is NUMBER_SLOT , which ranks 70th in the world .",1,/location/statistical_region/population,0
549,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
550,no_region,0,0,"The latest value for GDP , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
551,/location/statistical_region/diesel_price_liter,1,1,The latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2012 .,0,no_region,1
552,no_region,0,1,"GDP per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2012 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
553,/location/statistical_region/population,1,1,"The estimated 2014 population of LOCATION_SLOT is NUMBER_SLOT , up from 3,320,000 in 2013 .",1,/location/statistical_region/population,0
554,/location/statistical_region/gdp_nominal_per_capita,1,1,"LOCATION_SLOT GDP per capita -LRB- current US$ -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,1
555,no_region,0,0,"The latest value for GDP per capita , PPP -LRB- constant 2005 international $ -RRB- in LOCATION_SLOT and Herzegovina was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
556,/location/statistical_region/population,1,0,The Population of LOCATION_SLOT is NUMBER_SLOT,1,/location/statistical_region/population,0
557,/location/statistical_region/population,1,0,LOCATION_SLOT has an estimated population of NUMBER_SLOT -LRB- as of 2007 -RRB- -LSB- 1 -RSB- .,1,/location/statistical_region/population,1
558,/location/statistical_region/gdp_nominal,1,0,United Arab Emirates GDP Ìâ - Ìâ The Gross Domestic Product -LRB- GDP -RRB- in the LOCATION_SLOT was worth NUMBER_SLOT US dollars in 2012 .,1,/location/statistical_region/cpi_inflation_rate,1
559,/location/statistical_region/fertility_rate,1,0,102 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,1
560,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,1,"The latest value for GNI per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
561,no_region,0,0,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,1
562,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
563,/location/statistical_region/gni_in_ppp_dollars,1,1,"GNI ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2012 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
564,/location/statistical_region/population,1,0,"The total population in LOCATION_SLOT was last recorded at NUMBER_SLOT people in 2013 from 0.3 million in 1960 , changing 86 percent during the last 50 years .",1,/location/statistical_region/population,0
565,/location/statistical_region/population,1,1,"The population of LOCATION_SLOT in 2003 was estimated by the United Nations at NUMBER_SLOT , which placed it as number 106 in population among the 193 nations of the world .",1,/location/statistical_region/population,1
566,no_region,0,0,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,1
567,/location/statistical_region/fertility_rate,1,0,163 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,1
568,/location/statistical_region/fertility_rate,1,0,144 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,0
569,/location/statistical_region/population,1,0,LOCATION_SLOT has a population of roughly NUMBER_SLOT and an average life expectancy of 64 years for men and 68 years for women .,1,/location/statistical_region/life_expectancy,1
570,no_region,0,0,"The latest value for GDP per capita , PPP -LRB- constant 2005 international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
571,/location/statistical_region/gdp_nominal_per_capita,1,1,"LOCATION_SLOT GDP per capita -LRB- current US$ -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,0
572,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,0,"The latest value for GNI per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
573,no_region,0,0,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,1
574,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,1,"The latest value for GNI per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
575,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
576,no_region,0,0,"GDP ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
577,no_region,0,0,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,1
578,/location/statistical_region/population,1,0,"The population of LOCATION_SLOT in 2003 was estimated by the United Nations at NUMBER_SLOT , which placed it as number 169 in population among the 193 nations of the world .",1,/location/statistical_region/population,1
579,no_region,0,1,"The latest value for GDP , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
580,no_region,0,0,"GDP per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2012 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
581,/location/statistical_region/health_expenditure_as_percent_of_gdp,1,1,"Health expenditure , total -LRB- % of GDP -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/health_expenditure_as_percent_of_gdp,1
582,/location/statistical_region/population,1,1,"According to the latest census , the population of LOCATION_SLOT is NUMBER_SLOT inhabitants .",1,/location/statistical_region/population,1
583,/location/statistical_region/population,1,1,"LOCATION_SLOT has a population of over NUMBER_SLOT , with a growth rate of 2.75 % , according to 2009 estimates .",1,/location/statistical_region/population,0
584,/location/statistical_region/population,1,1,"According to a CIA estimate , the 2013 population of LOCATION_SLOT is NUMBER_SLOT , making the former soviet giant the worldÃ¢ $ s ninth most populous nation .",0,/location/statistical_region/population,1
585,/location/statistical_region/life_expectancy,1,1,"LOCATION_SLOT Life expectancy at birth , total -LRB- years -RRB- 2011 : NUMBER_SLOT , Years",1,/location/statistical_region/life_expectancy,1
586,no_region,0,1,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,0
587,/location/statistical_region/gdp_nominal,1,0,The Gross Domestic Product -LRB- GDP -RRB- in LOCATION_SLOT was worth NUMBER_SLOT US dollars in 2013 .,0,/location/statistical_region/cpi_inflation_rate,0
588,/location/statistical_region/population,1,0,"The population of LOCATION_SLOT in 2003 was estimated by the United Nations at NUMBER_SLOT , which placed it as number 157 in population among the 193 nations of the world .",1,/location/statistical_region/population,1
589,/location/statistical_region/population,1,1,Republic of LOCATION_SLOT population - NUMBER_SLOT,1,/location/statistical_region/population,0
590,/location/statistical_region/population,1,0,"The estimated 2014 population of LOCATION_SLOT is NUMBER_SLOT , which ranks 144th in the world .",1,/location/statistical_region/population,1
591,/location/statistical_region/population,1,1,It 's estimated that LOCATION_SLOT has a population of NUMBER_SLOT in 2014 .,1,/location/statistical_region/population,0
592,/location/statistical_region/consumer_price_index,1,1,"LOCATION_SLOT Consumer price index -LRB- 2005 = 100 -RRB- 2012 : NUMBER_SLOT , Index , 2005 = 100",0,no_region,0
593,no_region,0,1,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,1
594,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT</location> is : Male NUMBER_SLOT , female NUMBER_SLOT and total life expectancy is 73.0 which gives Algeria a ...",1,/location/statistical_region/life_expectancy,1
595,/location/statistical_region/fertility_rate,1,1,31 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,0
596,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT is : Male NUMBER_SLOT , female 52.9 and total life expectancy is 51.5 which gives Angola a World Life Expectancy ranking of 180 .",1,/location/statistical_region/life_expectancy,1
597,/location/statistical_region/life_expectancy,1,1,"LOCATION_SLOT Life expectancy at birth , total -LRB- years -RRB- 2011 : NUMBER_SLOT , Years",1,/location/statistical_region/life_expectancy,1
598,no_region,0,1,"GDP ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
599,/location/statistical_region/population,1,1,"Population of LOCATION_SLOT : NUMBER_SLOT , 23 April , 2013 | Mark McCrindle on Morning Show",1,/location/statistical_region/population,0
600,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
601,no_region,0,1,"LOCATION_SLOT</location></location> compared to other CountriesThe Inflation of Honduras is similar to that of Namibia , Macao SAR , China , Trinidad and Tobago , St. Lucia , Liberia , Lesotho , Lebanon , Isle of Man , Dominican Republic , Sri Lanka with a respective Inflation of 5.50 , 5.50 , 5.40 , NUMBER_SLOT , NUMBER_SLOT , 5.00 , NUMBER_SLOT , 5.00 , 5.00 , 4.70 -LRB- % -RRB- and a global rank of 62 , 63 , 64 , 65 , 66 , 68 , 69 , 70 , 71 , 72 .",0,/location/statistical_region/population,1
602,no_region,0,0,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,0
603,/location/statistical_region/population,1,0,This is a high PC penetration rate considering LOCATION_SLOT only has a population of NUMBER_SLOT .,0,/location/statistical_region/fertility_rate,1
604,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- End of Year Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,0
605,/location/statistical_region/fertility_rate,1,0,24 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,0
606,no_region,0,1,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,1
607,no_region,0,0,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,0
608,/location/statistical_region/life_expectancy,1,1,"LOCATION_SLOT Life expectancy at birth , total -LRB- years -RRB- 2011 : NUMBER_SLOT , Years",1,/location/statistical_region/life_expectancy,0
609,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,1,"GNI per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2012 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
610,no_region,0,0,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,0
611,/location/statistical_region/consumer_price_index,1,1,"LOCATION_SLOT Consumer price index -LRB- 2005 = 100 -RRB- 2012 : NUMBER_SLOT , Index , 2005 = 100",0,no_region,0
612,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT</location> is : Male NUMBER_SLOT , female NUMBER_SLOT and total life expectancy is 80.4 which gives Belgium a World Life Expectancy ranking of 25 .",1,/location/statistical_region/life_expectancy,0
613,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT is : Male NUMBER_SLOT , female 74.4 and total life expectancy is 72.2 which gives Morocco a World Life Expectancy ranking of 95 .",1,/location/statistical_region/life_expectancy,1
614,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT</location> is : Male NUMBER_SLOT , female NUMBER_SLOT and total life expectancy is 72.2 which gives Morocco a World Life Expectancy ranking of 95 .",1,/location/statistical_region/life_expectancy,0
615,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,0,"The latest value for GNI per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
616,/location/statistical_region/gdp_nominal,1,0,The latest value for GDP -LRB- current US$ -RRB- in LOCATION_SLOT was $ NUMBER_SLOT as of 2011 .,1,no_region,1
617,/location/statistical_region/health_expenditure_as_percent_of_gdp,1,1,"1 OECD Health Data 2012 How Does Canada Compare Health spending accounted for NUMBER_SLOT % of GDP in LOCATION_SLOT in 2010 , almost two percentage points higher",0,/location/statistical_region/life_expectancy,0
618,no_region,0,0,"GDP per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
619,/location/statistical_region/population,1,0,"LOCATION_SLOT has a population of NUMBER_SLOT -LRB- 2003 -RRB- , making it the most populated of the Transcaucasian countries.Ãƒ Ã‚ Azerbaijan is resource rich in oil along its eastern border with the Caspian Sea.Ãƒ Ã‚ Pipelines carry oil from the city Baku through the country to the Black Sea for transport.Ãƒ Ã‚ Islam is the dominant religion throughout the country with a majority being ShiÃƒ Ã‚ ' ite Muslims.Ãƒ Ã‚ The future of AzerbaijanÃƒ Ã‚ 's economy relies on the development of more pipelines and the sale of oil , as it could become very rich off the sale of oil .",0,/location/statistical_region/cpi_inflation_rate,0
620,/location/statistical_region/population,1,0,"LOCATION_SLOT is located in East Asia & Pacific , with a population of NUMBER_SLOT -LRB- 2011 -RRB- and the arrival of 97,000 -LRB- 2010 -RRB- tourists a year .",0,/location/statistical_region/life_expectancy,0
621,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,0
622,/location/statistical_region/population,1,1,"The population of LOCATION_SLOT is estimated at NUMBER_SLOT -LRB- Brunei Economic Development Board -RRB- , about 67 per cent of whom are ethnic Malay .",0,no_region,0
623,/location/statistical_region/population,1,0,"The population of LOCATION_SLOT in 2003 was estimated by the United Nations at NUMBER_SLOT , which placed it as number 159 in population among the 193 nations of the world .",1,/location/statistical_region/population,0
624,/location/statistical_region/health_expenditure_as_percent_of_gdp,1,1,"Ã‚ Total health spending accounts for NUMBER_SLOT % of GDPÃ‚ in LOCATION_SLOT , slightly below the OECD average of 9.4 % .",1,/location/statistical_region/cpi_inflation_rate,1
625,no_region,0,1,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,0
626,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
627,no_region,0,1,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,1
628,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- End of Year Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,0
629,/location/statistical_region/health_expenditure_as_percent_of_gdp,1,1,"Health expenditure , total -LRB- % of GDP -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/health_expenditure_as_percent_of_gdp,1
630,/location/statistical_region/population,1,0,The population of LOCATION_SLOT is NUMBER_SLOT .,1,/location/statistical_region/population,1
631,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,0,"The latest value for GNI per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
632,/location/statistical_region/population,1,0,"According to the 2006 census , LOCATION_SLOT has a total population of NUMBER_SLOT .",1,/location/statistical_region/population,0
633,/location/statistical_region/life_expectancy,1,1,"The value for Life expectancy at birth , total -LRB- years -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",1,/location/statistical_region/life_expectancy,0
634,/location/statistical_region/population,1,0,"The population of LOCATION_SLOT in 2003 was estimated by the United Nations at NUMBER_SLOT , which placed it as number 90 in population among the 193 nations of the world .",1,/location/statistical_region/population,1
635,/location/statistical_region/cpi_inflation_rate,1,1,Inflation -LRB- End of Year Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
636,/location/statistical_region/life_expectancy,1,1,"LOCATION_SLOT Life expectancy at birth , total -LRB- years -RRB- 2011 : NUMBER_SLOT , Years",1,/location/statistical_region/life_expectancy,1
637,/location/statistical_region/life_expectancy,1,1,"The value for Life expectancy at birth , total -LRB- years -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",1,/location/statistical_region/life_expectancy,1
638,/location/statistical_region/health_expenditure_as_percent_of_gdp,1,1,"TotalÃ‚ health spending accounts for NUMBER_SLOT % of GDPÃ‚ in LOCATION_SLOT , less than the average of 9.4 % in OECD countries .",1,/location/statistical_region/cpi_inflation_rate,0
639,/location/statistical_region/population,1,0,"The estimated population of LOCATION_SLOT , as of July 2001 , is NUMBER_SLOT .",1,/location/statistical_region/population,1
640,/location/statistical_region/gdp_nominal,1,1,The latest value for GDP -LRB- current US$ -RRB- in LOCATION_SLOT was $ NUMBER_SLOT as of 2011 .,1,no_region,0
641,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,1,"The latest value for GNI per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
