parsedSentence,claim,property
"Bordering Countries : Mozambique 105 km , LOCATION_SLOT NUMBER_SLOT km",claim,statistic_not_listed
"The President is elected to a 5-year term by the Assembly of the Republic of LOCATION_SLOT by secret ballot , requiring a 50 % NUMBER_SLOT majority of the votes of all deputies .",not_about_economic_statistics,not_about_economic_statistics
"Reforms introduced since 1985 have led to a significantly more liberal economy and trade regime in LOCATION_SLOT , with annual GDP growth of over NUMBER_SLOT per cent since 1989 .",not_claim,gdp_growth_rate
"The annual publication of the IMF , World Economic Outlook , has forecasted the Eritrea economy to be the fastest growing in the Horn of LOCATION_SLOT in 2012 , registering a real GDP growth of NUMBER_SLOT percent in the period .",not_claim,statistic_not_listed
"The 1953 constitution established a unicameral Folketing of not more than NUMBER_SLOT members , of whom two are elected from the LOCATION_SLOT and two from Greenland .",not_about_economic_statistics,not_about_economic_statistics
"Along with kidnappings , thefts , and extortions , thatÃ cents Â $ Â s earned Venezuela the No. NUMBER_SLOT spot , after Honduras and LOCATION_SLOT , as the economy most damaged by violence , according to the World Economic ForumÃ cents Â $ Â s Global Competitiveness Report 2013-2014 .",not_about_economic_statistics,not_about_economic_statistics
consumption of these products was equal to that of LOCATION_SLOT NUMBER_SLOT,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT -LRB- orphans -RRB- -LRB- NUMBER_SLOT -RRB-,claim,statistic_not_listed
LOCATION_SLOT : Mogadishu - population NUMBER_SLOT -LRB- 2012 -RRB-,not_claim,population
"P.O. Box NUMBER_SLOT , Dracut , MA 01826 LOCATION_SLOT - Rss Feed",not_about_economic_statistics,not_about_economic_statistics
"Brazil is the largest country in LOCATION_SLOT , with a surface area of NUMBER_SLOT square miles .",not_claim,statistic_not_listed
Registered charity England & LOCATION_SLOT -LRB- NUMBER_SLOT -RRB- Scotland -LRB- SC039570 -RRB-,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT Economic Indicators -LRB- NUMBER_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
"Hello i am a uk citizen and recently got married to my cousin in LOCATION_SLOT , when i came back i started a job -LRB- a perm full time job -RRB- , i want to find out is that , what is the minimum time you need to be in work before you can apply , meaning can i apply for spouse visa after 6 or NUMBER_SLOT weekly slips or do i have to wait longer .",not_about_economic_statistics,not_about_economic_statistics
"In January 2010 , LOCATION_SLOT promised $ 4.2 million for the quake-hit island , and US President Barack Obama pledged $ NUMBER_SLOT in assistance .",not_about_economic_statistics,not_about_economic_statistics
"linked to the economic stability of political conditions experienced by any country or region , as is the case in the Arab region , as recorded indicators developed in this area , especially after the nuclear agreement between Iran and the group -LRB- NUMBER_SLOT +1 -RRB- , and the positive effects on LOCATION_SLOT in this regard with what witnessed by the country of good movement in the field of investment and trade exchanges.Â",not_about_economic_statistics,not_about_economic_statistics
"In 2005 , the World Bank named LOCATION_SLOT the top reformer in its region and in the top NUMBER_SLOT reformers globally .",not_about_economic_statistics,not_about_economic_statistics
"-LSB- NUMBER_SLOT -RSB- In addition , LOCATION_SLOT , along with Rwanda , joined the East African Community in 2007 .",not_about_economic_statistics,not_about_economic_statistics
-LSB- NUMBER_SLOT -RSB- The Flying Club was part of the Civilian Aviation Directorate and graduated the first batch of Kuwaiti Pilots in 1954 who later attended advanced training in the LOCATION_SLOT .,not_about_economic_statistics,not_about_economic_statistics
"What contribution do the NUMBER_SLOT workers employed by Foxconn International in LOCATION_SLOT , China who assemble DellÃ cents Â $ Â s laptops and AppleÃ cents Â $ Â s iPhonesÃ cents Â $ Â '' and the tens of millions of other workers in low-wage countries around the world who produce cheap intermediate inputs and consumer goods for western marketsÃ cents Â $ Â '' make to the profits of Dell , Apple , and other leading western firms ?",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT -LRB- British Columbia -RRB- -LRB- NUMBER_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
", The Bundeswehr and Western Security , St. MartinÃ cents Â $ Â s Press , LOCATION_SLOT , 1990 , p. NUMBER_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"-LSB- 60 -RSB- -LSB- NUMBER_SLOT -RSB- For example , in the case of LOCATION_SLOT , almost five million of its 13 million people used to need emergency food aid .",not_about_economic_statistics,not_about_economic_statistics
And even the LOCATION_SLOT is having a hard time fighting NUMBER_SLOT wars in Iraq and Afghanistan .,not_about_economic_statistics,not_about_economic_statistics
Its lowest point is the LOCATION_SLOT -LRB- 335 metres -RRB- and its highest point is Mont Ngaoui -LRB- NUMBER_SLOT metres -RRB-,not_about_economic_statistics,not_about_economic_statistics
Brutality of Saudi military forces in LOCATION_SLOT - PressTV NUMBER_SLOT,not_about_economic_statistics,not_about_economic_statistics
"Following independence from LOCATION_SLOT in 1811 , Paraguay was ruledÂ by a series of dictators who followed isolationist and protectionist policies.Â This development was truncated by the disastrous Paraguayan War -LRB- 1864â $ `` 1870 -RRB- inÂ which the country lost NUMBER_SLOT % to 70 % of its population and large amounts of territory .",not_about_economic_statistics,not_about_economic_statistics
years -RRB- and LOCATION_SLOT and North Africa -LRB- NUMBER_SLOT,not_about_economic_statistics,not_about_economic_statistics
"U.S. goods imports from LOCATION_SLOT totaled $ NUMBER_SLOT in 2013 , a 63.6 % increase from 2012 .",claim,statistic_not_listed
DPR claims it does n't intend to go beyond LOCATION_SLOT or claim other Ukrainian territories -LRB- Part NUMBER_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
"NUMBER_SLOT percent of LOCATION_SLOT households were wired for the web in 2010 , and another 9 percent of the population had ready access somewhere else , like a workplace or library .",claim,internet_users_percent_population
Ethiopia : Company to Build LOCATION_SLOT $ NUMBER_SLOT Million Textile Factory in Ethiopia,not_about_economic_statistics,not_about_economic_statistics
"About NUMBER_SLOT % of LOCATION_SLOT is wooded , mainly at elevations between 1,000 and 3,000 meters .",claim,statistic_not_listed
"-LSB- NUMBER_SLOT -RSB- -LSB- 85 -RSB- The largest domestic airport , Tokyo International Airport , is LOCATION_SLOT 's second busiest airport .",not_about_economic_statistics,not_about_economic_statistics
"GNI per capita in Russia was less , than GNI per capita in the World -LRB- NUMBER_SLOT US dollars -RRB- by 3994.7 LOCATION_SLOT dollars .",not_claim,gni_per_capita_in_ppp_dollars
As a LOCATION_SLOT citizen I paid $ NUMBER_SLOT for a two-week single-entry tourist visa which took five days to process â $ `` you can pay $ 150 for express if you like .,not_about_economic_statistics,not_about_economic_statistics
"In all , Tetangco said net FDI inflows retreated by NUMBER_SLOT percent to $ 471 million in the first quarter of the year from $ 565 million in the same period last year due to the tensions in LOCATION_SLOT and North African -LRB- MENA -RRB- states , the debt crisis in Europe , and the disasters in Japan .",not_claim,statistic_not_listed
"Figure NUMBER_SLOT : Passenger Car Penetration in LOCATION_SLOT -LRB- per 1000 people -RRB- , 2003-15",not_claim,statistic_not_listed
"If , in England , the wine sold for 70 francs -LRB- or the pound equivalent -RRB- , which he then used to buy coal , which he imported into France , and was found to be worth NUMBER_SLOT francs in LOCATION_SLOT , he would have made a profit of 40 francs .",not_about_economic_statistics,not_about_economic_statistics
NUMBER_SLOT % - Which heating fuel is cheaper in LOCATION_SLOT oil or gas ?,not_about_economic_statistics,not_about_economic_statistics
VIENNA -LRB- LOCATION_SLOT -RRB- -- POPULATION -LRB- NUMBER_SLOT -RRB- 2 .,claim,population
LOCATION_SLOT NUMBER_SLOT,not_about_economic_statistics,not_about_economic_statistics
http://fxjust.com/ explains : Our Results : Aussie i rate NUMBER_SLOT Pips ; LOCATION_SLOT Manf : No Trade UK manufacturing contracts for second month in March - PMI The Great Cypr ...,not_about_economic_statistics,not_about_economic_statistics
"time difference : UTC +1 -LRB- NUMBER_SLOT hours ahead of Washington , LOCATION_SLOT during Standard Time -RRB-",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT contains a large volcanic island , with the highest elevation that of Mt. Totolom -LRB- NUMBER_SLOT m/2 ,595 ft -RRB- .",not_about_economic_statistics,not_about_economic_statistics
The City of London is the world 's largest financial centre alongside LOCATION_SLOT -LSB- 202 -RSB- -LSB- 203 -RSB- -LSB- NUMBER_SLOT -RSB-,not_about_economic_statistics,not_about_economic_statistics
"Island Press , Washington , LOCATION_SLOT pp.Â 153Ã cents Â $ Â `` 155 , 160Ã cents Â $ Â `` NUMBER_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"Le Petit Piaf , Skadarska NUMBER_SLOT , 303-5252 , www.petitpiaf.com , was opened last year in the heart of LOCATION_SLOT 's small but lovely -LRB- and lively -RRB- old bohemian quarter .",not_about_economic_statistics,not_about_economic_statistics
Desfile LOCATION_SLOT 14/mayo/2014 - Militar Parte NUMBER_SLOT VISITEN : http://www.elparaguayo.net LAS ME ...,not_about_economic_statistics,not_about_economic_statistics
"The lock-step nature of Saudi monetary policy with the LOCATION_SLOT is an important factor that will support our view of no change to the domestic benchmarks , with SAMA keeping the repo at two percent and the reverse repo at NUMBER_SLOT percent .",not_about_economic_statistics,not_about_economic_statistics
"In 2008 , LOCATION_SLOT contributed US$ NUMBER_SLOT to the UNIDIR project Ã cents Â $ Â International Assistance for Implementing the UN Programme of Action on the Illicit Trade in Small Arms and Light WeaponsÃ cents Â $ Â .",not_about_economic_statistics,not_about_economic_statistics
September 2010 LOCATION_SLOT Inflation stands at NUMBER_SLOT percent,claim,cpi_inflation_rate
"Data for earlier decades from Campbell Gibson and Emily Lennon , `` Historical Census Statistics on the Foreign-Born Population of the LOCATION_SLOT : 1850 to 1990 '' -LRB- US Census Bureau Working Paper No. NUMBER_SLOT , US Government Printing Office , Washington , DC , 1999 -RRB- .",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT GDP per capita , constant NUMBER_SLOT dollars : For that indicator , The World Bank provides data for Turkmenistan from 1987 to 2013 .",not_claim,gdp_nominal_per_capita
"The annual number of births per 1,000 people in LOCATION_SLOT , Federated States of is 22.57 while in Pakistan it is NUMBER_SLOT .",not_claim,fertility_rate
"On a lighter note , the Ottawa Citizen -LRB- May 9 , 2004 -RRB- pointed out that birth rates are higher in more religious places -LRB- e.g. , 90 births per thousand women of child-bearing age in Utah per year , contrasted to NUMBER_SLOT per thousand in LOCATION_SLOT -RRB- .",claim,fertility_rate
"Inflation Rate in LOCATION_SLOT averaged 9.20 Percent from 1961 until 2014 , reaching an all time high of NUMBER_SLOT Percent in May of 1977 and a record low of -1.60 Percent in June of 2009 .",claim,cpi_inflation_rate
"`` Madagascar : La malgachisation en question , '' Revue franÃ Â § aise d' Ã Â © tudes politiques africaines -LSB- Dakar , LOCATION_SLOT -RSB- , NUMBER_SLOT , January 1973 , 29-32 .",not_about_economic_statistics,not_about_economic_statistics
The average life expectancy in LOCATION_SLOT region was NUMBER_SLOT years .,claim,life_expectancy
"The lowest point in Japan is Hachiro-gata -LRB- NUMBER_SLOT feet -RRB- , while the highest peak is LOCATION_SLOT -LRB- Fujiyama -RRB- , with 12,388 feet .",not_about_economic_statistics,not_about_economic_statistics
^ The reserve personnel of LOCATION_SLOT includes NUMBER_SLOT paramilitary from People 's Public Security and Civil Defense .,not_about_economic_statistics,not_about_economic_statistics
"Export Partners : European Free Trade Association -LRB- EFTA -RRB- NUMBER_SLOT % , Southern African Customs Union -LRB- SACU -RRB- 7 % , LOCATION_SLOT 4 % -LRB- 2006 -RRB-",claim,statistic_not_listed
"Instituting Legal and Institutional Reforms Complicated systems of water rights , land rights , social and civic institutions , and legal regimes can sometimes undermine water management ; reform could improve how water resources are regulated .20 Such changes may involve legal and institutional reforms , reorganizing the public and private sectors , and nongovernmental organizations ' participation .21 LOCATION_SLOT , for example , placed all responsibility for resources planning and monitoring under the control of the Ministry of Water and Irrigation NUMBER_SLOT Previously , several agencies had overseen water use , leading to short-term planning , sporadic enforcement of water resources laws , and limited surveillance of water pollution .",not_about_economic_statistics,not_about_economic_statistics
"The previous two sections present some evidence on LOCATION_SLOT 's current level of inequality and income by contrasting it to Asia and ... 9 -LRB- The full list of countries , and surveys used is given in the Annex NUMBER_SLOT . -RRB-",not_about_economic_statistics,not_about_economic_statistics
"In about A.D. NUMBER_SLOT , Attila the Hun invaded what is now LOCATION_SLOT and pushed Germanic tribes into northern Belgium .",not_about_economic_statistics,not_about_economic_statistics
The population of LOCATION_SLOT was estimated at NUMBER_SLOT before the recent crisis .,not_claim,population
Poverty statistics -LRB- LOCATION_SLOT -RRB- -LRB- NUMBER_SLOT -RRB-,claim,statistic_not_listed
"-LSB- NUMBER_SLOT -RSB- Ã Â Aside from the radio broadcasts of the Turkmen Service of RFE/RL -LRB- Radio Azatlyk -RRB- and the German Deutsche Welle in Russian , both of which are specifically targeted at Turkmen listeners , satellite televisionÃ cents Â $ Â '' widely viewed in the capital as well as in other citiesÃ cents Â $ Â '' provides the most popular as well as only source of alternative media in LOCATION_SLOT for those without access to the internet .",not_about_economic_statistics,not_about_economic_statistics
"Security forces in the Democratic Republic of Congo -LRB- DRC -RRB- have killed at least NUMBER_SLOT fighters and returned calm to the capital , after armed men opened fire on multiple sites across LOCATION_SLOT , government officials say .",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT , South NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT -LRB- NUMBER_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT wholesale tobacco and candy , yemen , NUMBER_SLOT , department of justice drug enforcement administration office of diversion control .",not_about_economic_statistics,not_about_economic_statistics
The inflation rate in LOCATION_SLOT was recorded at NUMBER_SLOT percent in July of 2014 .,claim,cpi_inflation_rate
"LOCATION_SLOT , Rep. NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT moved deeper into negative inflation in May , with the consumer price index falling by NUMBER_SLOT pct , from -1.3 pct in April and 0.4 pct in May last year .",claim,statistic_not_listed
D LOCATION_SLOT GREEK LOT OF NUMBER_SLOT DIFFERENT PHONECARDS-PLA,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT -LRB- NUMBER_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
"Imports from China surged NUMBER_SLOT percent , lifting the contentious LOCATION_SLOT trade deficit with China to $ 24.1 billion from $ 17.9 billion in March .",claim,statistic_not_listed
"The United States is composed of NUMBER_SLOT states , various overseas territories , as well as the city of Washington , LOCATION_SLOT , a federal district and the nation 's capital .",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT with aÂ sample of 11 regions nationwide -LRB- town built-up area -RRB- selected among the NUMBER_SLOT major regions .,not_about_economic_statistics,not_about_economic_statistics
"Data from the World Bank indicated that , as recently as 2010 , only NUMBER_SLOT percent of LOCATION_SLOT 's population had access to electricity .",claim,statistic_not_listed
"-LSB- NUMBER_SLOT -RSB- This research interviewed about 90,000 people in six metropolitan regions -LRB- SÃ Â # o Paulo , Rio de Janeiro , Porto Alegre , Belo Horizonte , Salvador , and LOCATION_SLOT -RRB- .",not_about_economic_statistics,not_about_economic_statistics
"The presentations by Helge Haldorsen , Vice President of Strategy for Statoil in LOCATION_SLOT , John Bernander , former CEO of the Confederation of Norwegian Enterprise -LRB- NHO -RRB- , andÃ Â Gro Gotteberg , Human Resource Director at Det Norske VeritasÃ cents Â $ Â Division of the Americas & Sub - Saharan Africa , were of particular interest for the MINDS project.Ã Â A description of this yearâ $ s Norgesseminar can be found in the NORTANA newsletter , page NUMBER_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"Comoros ' largest cities were the capital , Moroni , with about NUMBER_SLOT people , and the port city of Mutsamudu , on the island of LOCATION_SLOT , with about 20,000 people .",not_claim,population
"The general average inflation in LOCATION_SLOT might increase by 2.5 percent this year and NUMBER_SLOT percent next year , a Kuwait Finance House ...",not_claim,cpi_inflation_rate
LOCATION_SLOT 's GDP growth forecast drops to NUMBER_SLOT per cent in 2013 : Gordhan,not_claim,gdp_growth_rate
Denmark Unemployment Rate Â - Â Unemployment Rate in LOCATION_SLOT increased to 4.10 percent in July of 2014 from NUMBER_SLOT percent in June of 2014 .,claim,unemployment_rate
I am pakistani National and i am pakistani Passport holder i have Comapny in LOCATION_SLOT i get korea Business visa NUMBER_SLOT times fron Baangkok Thailand and i been traveld 4th times in korea at Business visa in 2 years is 5th times i will be on arival or i need 5th times korea Business visa please reply me soo as soon thanks .,not_about_economic_statistics,not_about_economic_statistics
"9650 Rockville Pike , LOCATION_SLOT , MD NUMBER_SLOT",not_about_economic_statistics,not_about_economic_statistics
"Saint Lucia -LRB- 22.1 -RRB- , LOCATION_SLOT -LRB- NUMBER_SLOT -RRB- , Barbados -LRB- 12.0 -RRB-",not_about_economic_statistics,not_about_economic_statistics
"This page has the latest values , historical data , forecasts , charts , statistics , an economic calendar and news for Malnutrition prevalence - weight for age -LRB- % of children under NUMBER_SLOT -RRB- in LOCATION_SLOT .",not_claim,statistic_not_listed
Only NUMBER_SLOT percent of exports were destined for the LOCATION_SLOT .,not_claim,statistic_not_listed
"Under the Agreement on Agriculture , the LOCATION_SLOT has committed to tariff cuts of nearly NUMBER_SLOT per cent on simple average -LRB- weighted average from 13 per cent to 9.3 per cent -RRB- and to maintenance or increase of current market access opportunities during the implementation period 1995-2000 .",not_about_economic_statistics,not_about_economic_statistics
"Desfile LOCATION_SLOT 14/mayo/2014 - Militar Parte NUMBER_SLOT VISITEN : http://www.elparaguayo.net LAS MEJORES Y MÃ Â S CONFIABLES TRANSMISIONES DE TV DESDE PARAGUAY PARA TOD@S Facebook : https://www.facebook.com/www.elparaguayo.net Twitter : https://twitter.com/ElParaguayo_net Futbol En Vivo : http://www.elparaguayo.net Noticias de Paraguay : http://www.elparaguayo.com.py Television Paraguaya : http://www.desdeparaguayonline.com.py Radios Paraguayas : http://www.desdeparaguayonline.com Desfilan en la Costanera Estudiantes de diversas instituciones educativas , bomberos y cadetes participan del desfile cÃ Âvico , militar y policial que se realiza en la Costanera de A",not_about_economic_statistics,not_about_economic_statistics
"-LSB- 12 -RSB- One of the wealthiest planter families in LOCATION_SLOT , the Pinneys of Montravers Plantation , claimed Ã Â # 36,396 -LRB- worth close to Ã Â # NUMBER_SLOT today -RRB- in compensation for the slaves on the family-owned plantations around the Caribbean .",not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT 's birth rate is up by 7.5 % this year , that of Belarus is also up NUMBER_SLOT % .",not_claim,statistic_not_listed
LOCATION_SLOT : NUMBER_SLOT,not_about_economic_statistics,not_about_economic_statistics
In LOCATION_SLOT over NUMBER_SLOT percent of the population between the ages of 16-74 uses the internet .,not_claim,internet_users_percent_population
LOCATION_SLOT -LRB- NUMBER_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
"GDP per capita PPP in LOCATION_SLOT averaged 903.40 USD from 1980 until 2012 , reaching an all time high of NUMBER_SLOT USD in 1980 and a record low of 701.44 USD in 1993 .",claim,gdp_nominal_per_capita
"# NUMBER_SLOT of 3,040 LOCATION_SLOT B&B and Inns",not_about_economic_statistics,not_about_economic_statistics
"By 1990 Filipino-Americans numbered NUMBER_SLOT , making them the largest Asian community in the LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"chancery : NUMBER_SLOT Second Avenue , Suite 400L , LOCATION_SLOT , NY 10017",not_about_economic_statistics,not_about_economic_statistics
"In 1998 , the LOCATION_SLOT exported more than NUMBER_SLOT barrels of oil daily , and petroleum comprises some 50 percent of exports .",not_claim,statistic_not_listed
"708 World Bank , LOCATION_SLOT - Education and Training Consolidation and Modernization Project , project appraisal document , Washington , D.C. , April 30 , 1999 , NUMBER_SLOT -LSB- cited October 9 , 2002 -RSB- ; available from http://www-wds.worldbank.org/ servlet/WDSServlet ?",not_about_economic_statistics,not_about_economic_statistics
More business news on FRANCE 24 : http://www.france24.com/en/business LOCATION_SLOT NUMBER_SLOT INTERNATIONAL NEWS 24/7 http://www.france24.com,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT : Anti-Galamsey Task Force Impounds NUMBER_SLOT ... -LRB- Ghanaian Chronicle -RRB-,not_about_economic_statistics,not_about_economic_statistics
World Bank 's 2012 data show Bangladesh 's PPP GDP is $ 372 billion and LOCATION_SLOT 's PPP GDP at $ NUMBER_SLOT is more than twice Bangladesh 's .,claim,gdp_real
"Zambia reported a NUMBER_SLOT % annual inflation rate last month , for example , and LOCATION_SLOT most recently recorded a 6.3 % inflation rate in January .",not_claim,cpi_inflation_rate
"LOCATION_SLOT Jan 3 -LRB- Reuters -RRB- - Uganda held its benchmark lending rate at NUMBER_SLOT percent on Friday and said private consumption was expected to rise as credit supply expanded , the central bank said .",not_claim,lending_interest_rate
"The second table includes data mostly for the year 2013 for 180 of the NUMBER_SLOT current United Nations member states , the two Chinese Special Administrative Regions -LRB- LOCATION_SLOT and Macau -RRB- .",not_about_economic_statistics,not_about_economic_statistics
The value for GDP per capita growth -LRB- annual % -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .,claim,statistic_not_listed
"In the 60-64 age range , only 37.7 per cent of our labour force is working , compared with NUMBER_SLOT per cent in LOCATION_SLOT .",claim,labor_participation_rate
"Investment Banking also finalized the placement of a minority -LRB- NUMBER_SLOT % -RRB- stake sale in GB Auto , acting as Financial Advisor and Sole Global Coordinator and Book Runner , and acted as an advisor to EFG Hermes Holding on the sale of part of its stake in LOCATION_SLOT real estate company SODIC .",not_about_economic_statistics,not_about_economic_statistics
GDP Thailand 601.1 billion LOCATION_SLOT Dollar -LRB- PPP -RRB- ; standard GDP NUMBER_SLOT US Dollar .,not_claim,gdp_nominal
LOCATION_SLOT Core Inflation Rate at NUMBER_SLOT Percent,claim,cpi_inflation_rate
LOCATION_SLOT based AccessMedia said in 2001 that the Internet subscriber base in India will grow will grow at NUMBER_SLOT % compounded growth over the next five years - a very impressive number .,not_claim,statistic_not_listed
"Thence , for the period of 1904-1940 , Portuguese immigration became the main drive of immigration to LOCATION_SLOT , with 36.52 % of the arrivals , compared to NUMBER_SLOT % of Italians .",not_about_economic_statistics,not_about_economic_statistics
"The military has three 18-hole golf courses at Tama , Zama , and LOCATION_SLOT , all from 1 to I-1 / NUMBER_SLOT hours ' drive from downtown Tokyo .",not_about_economic_statistics,not_about_economic_statistics
"In 2013 , LOCATION_SLOT had the best agricultural season of the past NUMBER_SLOT years ; a miracle which strongly boosted Romania 's economy .",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT -LRB- NUMBER_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
"As a result , former slave owners in British LOCATION_SLOT earned Ã Â # NUMBER_SLOT on average per slave , the highest amount paid in any British territory .",not_about_economic_statistics,not_about_economic_statistics
"The Australian dollar jumped as high as $ US92 .99 upon the release of the data , before pulling back to be around two tenths of a cent higher , at 92.84 LOCATION_SLOT cents at NUMBER_SLOT AEST .",not_claim,statistic_not_listed
LOCATION_SLOT -LRB- NUMBER_SLOT -RRB-,not_about_economic_statistics,not_about_economic_statistics
"In 2011 , the fertility rate in LOCATION_SLOT was NUMBER_SLOT children per woman .",claim,fertility_rate
"Slightly smaller than the state of New Jersey , LOCATION_SLOT is approximately 7,906 square miles -LRB- NUMBER_SLOT square kilometers -RRB- in area .",claim,statistic_not_listed
Bangladesh 's foreign relations are strongly influenced by its dominant neighbour LOCATION_SLOT as well as by its position as a major recipient of foreign development assistance -LRB- US$ NUMBER_SLOT â $ `` 1.9 billion per annum in recent years -RRB- .,not_claim,official_development_assistance
"There were both an absolute and a relative expansion in both the health domains : -LRB- 1 -RRB- the increase in LE was greater than both the increases in DFLE , whereas there was a decrease in LOCATION_SLOT , and -LRB- NUMBER_SLOT -RRB- the proportion of life without chronic morbidity declined substantially between 1996 and 2008 .",not_about_economic_statistics,not_about_economic_statistics
"By early 1996 , at least 225 LOCATION_SLOT companies employed more than NUMBER_SLOT South African workers .",not_about_economic_statistics,not_about_economic_statistics
national bureau of statistics : GDP LOCATION_SLOT 's economy grew NUMBER_SLOT % year on year in the first half of 2014,claim,gdp_growth_rate
During the last NUMBER_SLOT years Estonia has been one of the leading countries in Central and LOCATION_SLOT in terms of inward investment per capita .,not_about_economic_statistics,not_about_economic_statistics
"LOCATION_SLOT goods exports to Mauritius in 2011 were $ 46 million , up NUMBER_SLOT % -LRB- $ 6 million -RRB- from 2010 .",claim,statistic_not_listed
"^ Herbert Weiss , War and Peace in the Democratic Republic of the Congo : Political Evolution in LOCATION_SLOT and Burundi , 1998-1999 , Nordic Africa Institute , 2000 , p. NUMBER_SLOT .",not_about_economic_statistics,not_about_economic_statistics
The inflation rate in LOCATION_SLOT was recorded at NUMBER_SLOT percent in July of 2 ...,claim,cpi_inflation_rate
"NUMBER_SLOT MLSW , Action Plan for the Employment of Youth in LOCATION_SLOT , October 2006 .",not_about_economic_statistics,not_about_economic_statistics
"Â Â Â Â Â The `` component method '' , which is commonly used internationally , is adopted for compiling the population projections.Â Â Under this method , the population of a base year is brought forward by age and sex under separate projections of fertility , mortality and movement , year after year until the end of the projection period.Â Â As a policy assumption , it is projected that there will be NUMBER_SLOT OWPH per day.Â Â The recent trends of the residency and mobility patterns of the LOCATION_SLOT population provide the basis for formulating the assumptions on other net movements .",not_about_economic_statistics,not_about_economic_statistics
"In 1999 , FDI inflow recovered to $ 818 million , with $ 226.7 million coming from privatization sales and with Germany , Cyprus , and LOCATION_SLOT each the source of over $ NUMBER_SLOT FDI .",not_about_economic_statistics,not_about_economic_statistics
"The total population of LOCATION_SLOT was around 1,046,814 in December 2007 , with NUMBER_SLOT % of the population being Bahraini .",not_claim,population
The average value for LOCATION_SLOT during that period was NUMBER_SLOT percent with a minumum of -11.1 percent in 1982 and a maximum of 27.49 percent in 1974 .,not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT 's educational system is based on 6 years of elementary and NUMBER_SLOT years of middle or junior high school .,not_about_economic_statistics,not_about_economic_statistics
The LOCATION_SLOT cap restricts growth in imports of Chinese textiles to NUMBER_SLOT per cent next year and between 15 and 16 per cent in 2008 .,not_about_economic_statistics,not_about_economic_statistics
"Copper and gold mines are currently in production at Porgera , Ok Tedi , Misima , Lihir , Simberi -LSB- NUMBER_SLOT -RSB- and LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"Under the Funes administration , El Salvadorâ $ s economy has experienced sluggish economic growth.Â According to the Economic Commission for Latin America and the Caribbean , its gross domestic product -LRB- GDP -RRB- grew only 1.3 percent in 2012 Â -LRB- PDF -RRB- -LRB- the lowest rate in LOCATION_SLOT -RRB- and foreign direct investment declined from $ NUMBER_SLOT in 2008 to $ 515 million in 2012 .",not_claim,foreign_direct_investment_net_inflows
"Although many communist nations do not look favorably upon the practice of religion -- constitutional stipulations notwithstanding -- this is not necessarily the case in LOCATION_SLOT , where approximately NUMBER_SLOT percent of citizens are Buddhist .",not_about_economic_statistics,not_about_economic_statistics
LOCATION_SLOT Inflation Rate Â - Â The inflation rate in the United States was recorded at NUMBER_SLOT percent in July of 2014 .,claim,cpi_inflation_rate
"The Angolan national senior males football team have has risen nine places in the FIFA ranking updated on Thursday in Zurich -LRB- LOCATION_SLOT -RRB- , a list led by Spain with NUMBER_SLOT points .",not_about_economic_statistics,not_about_economic_statistics
"Doctors Without Borders/M Ã Â © decins Sans FrontiÃ Å ¡ res -LRB- MSF -RRB- medical teams have treated more than NUMBER_SLOT patients in Guinea , Sierra Leone and LOCATION_SLOT .",not_about_economic_statistics,not_about_economic_statistics
"Also , USDA reports stocks-to-disappearance ratios of NUMBER_SLOT % for maize and of 5.6 % for U.S. maize exports -LRB- USDA , LOCATION_SLOT , March 11 , 2013 -RRB- .",not_about_economic_statistics,not_about_economic_statistics
